Name,PubChem
Unknown, 
GCTMS_N12C_STD_051214_502.132_2133.4_[Caffeic acid_3TMS],1549111
M000649_A214001-101-xxx_NA_2135.55_TRUE_VAR5_ALK_Caffeic acid. trans- (3TMS),689043
M000000_A214004-101-xxx_NA_2137.32_PRED_VAR5_ALK_NA, 
Unknown, 
M000000_A216002-101-xxx_NA_2155.9_PRED_VAR5_ALK_NA, 
M000039_A215003-101-xxx_NA_2150.05_TRUE_VAR5_ALK_Histidine (4TMS),6274
M000000_A216006-101-xxx_NA_2152.74_PRED_VAR5_ALK_NA, 
Unknown, 
GCTMS_N12C_STD_051214_512.922_2168.1_[Phytol_1TMS],5280435
GCTMS_N12C_STD_060121_551.326_2190.6_[gamma-Linolenic acid_1TMS],5280933
M000000_A221004-101-xxx_NA_2197.89_PRED_VAR5_ALK_NA, 
M000550_A220001-101-xxx_NA_2200_TRUE_VAR5_ALK_Docosane. n-, 
M000106_A220002-101-xxx_NA_2193.66_TRUE_VAR5_ALK_Spermidine (4TMS),1102
M000000_A222008-101-xxx_NA_2224.48_TRUE_VAR5_ALK_D222462, 
GCTMS_N12C_STD_060121_554.721_2209.6_[Linoleic acid_1TMS],5280450
GCTMS_N12C_STD_060123_555.547_2217.4_[Oleic acid_1TMS],445639
Unknown, 
GCTMS_N12C_STD_060121_555.777_2215.6_[Linolenic acid_1TMS],5280934
GCTMS_N12C_STD_051207_523.416_2216.3_[L-Tryptophane_3TMS],6305
M000012_A223001-101-xxx_NA_2217.55_TRUE_VAR5_ALK_Tryptophan (3TMS),6305
GCTMS_N12C_STD_051214_524.11_2230.8_[3-(2-Aminoethyl)indole [Tryptamine]_3TMS], 
"GCTMS_N12C_STD_051221_521.172_2239.2_[3,5-Dimethoxy-4-hydroxycinnamic acid (Sinapic acid)_2TMS]", 
GCTMS_N12C_STD_060131_559.045_2236_[Stearic acid_1TMS],5281
M000000_A224010-101-xxx_NA_2234.73_PRED_VAR5_ALK_Palmitic-acid-amide_1TMS,69421
GCTMS_N12C_STD_060131_561.949_2252.6_[Spermidine_5TMS],1102
M000000_A226014-101-xxx_NA_2265.6_TRUE_VAR5_ALK_D226501, 
Unknown, 
GCTMS_N12C_STD_051207_535.264_2284.1_[D-Fructose 6-phosphate_6TMS],69507
GCTMS_N12C_STD_051203_535.313_2283.7_[L-Cysteine_4TMS],5862
M000000_A230012-101-xxx_NA_2301.22_TRUE_VAR5_ALK_D230150, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051207_538.069_2300.2_[D-Glucose-6-phosphate_6TMS],5958
M000000_A231002-101-xxx_NA_2298.8_PRED_VAR5_ALK_similar to Glycerolaldopyranosid (6TMS), 
Unknown, 
GCTMS_N12C_STD_051207_541.831_2322.7_[D-Glucose-6-phosphate_6TMS],5958
2346.4_D-Sorbitol-6-phosphate barium salt  (7TMS), 
M000746_A232005-101-xxx_NA_2360.9_PRED_VAR5_ALK_Eicosan-1-ol. n- (1TMS), 
Unknown, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051214_550.013_2382.3_[16-Hydroxyhexadecanoic acid_2TMS],7058075
M000000_A240002-101-xxx_NA_2386.39_PRED_VAR5_ALK_NA, 
M000558_A240003-101-xxx_NA_2400.5_PRED_VAR5_ALK_Tetracosane. n-, 
M000724_A243001-101-xxx_NA_2414.29_PRED_VAR5_ALK_myo-Inositol-1-phosphate (7TMS),440194
Unknown, 
Unknown, 
GCTMS_N12C_STD_051214_551.17_2415.6_[D-(-)-Penicillamine_nTMS],4727
Unknown, 
GCTMS_N12C_STD_051214_562.521_2459.2_[5-Hydoxytryptamine_4TMS], 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051203_562.786_2448.9_[Uridine_3TMS],6029
Unknown, 
Unknown, 
M000000_A249001-101-xxx_NA_2475.78_PRED_VAR5_ALK_NA, 
Unknown, 
GCTMS_N12C_STD_051214_568.626_2497.1_[5-Hydoxytryptamine_3TMS], 
M000560_A250004-101-xxx_NA_2499.33_PRED_VAR5_ALK_Pentacosane. n-, 
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051219_606.301_2514.3_[L-Homocystine_4TMS],69382
M000000_A251006-101-xxx_NA_2502.52_PRED_VAR5_ALK_NA, 
Unknown, 
M000766_A252007-101-xxx_NA_2527.45_TRUE_VAR5_ALK_Docosenoic acid methyl ester. 13-(Z)-, 
Unknown, 
Unknown, 
M000000_A255001-101-xxx_NA_2542.64_PRED_VAR5_ALK_NA, 
Unknown, 
M000778_A259003-101-xxx_NA_2586.16_PRED_VAR5_ALK_Nicotianamine (4TMS), 
GCTMS_N12C_STD_051219_613.296_2557.8_[Inosine_4TMS],6021
M000000_A260002-101-xxx_NA_2585.74_PRED_VAR5_ALK_NA, 
Unknown, 
M000561_A260001-101-xxx_NA_2605.36_PRED_VAR5_ALK_Hexacosane. n-, 
Unknown, 
GCTMS_N12C_STD_051207_588.625_2614.8_[Sucrose_8TMS],5988
M000044_A264001-101-xxx_NA_2622.87_TRUE_VAR5_ALK_Sucrose (8TMS),5988
Unknown, 
Unknown, 
Unknown, 
GCTMS_N12C_STD_051214_588.856_2628.8_[Adenosine_4TMS],60961
GCTMS_N12C_STD_051207_596.822_2669.6_[alpha-Lactose_8TMS],84571
M000562_A270002-101-xxx_NA_2699.2_PRED_VAR5_ALK_Heptacosane. n-, 
M000671_A274002-101-xxx_NA_2726.3_TRUE_VAR5_ALK_Trehalose. alpha.alpha'-. D- (8TMS),7427
GCTMS_N12C_STD_051207_605.422_2727.1_[D(+)Trehalose_8TMS],7427
M000000_A273004-101-xxx_NA_2715.57_PRED_VAR5_ALK_NA, 
GCTMS_N12C_STD_060121_644.713_2747.3_[Maltose_8TMS],10991489
M001185_A274010-101-xxx_NA_2749.97_TRUE_VAR5_ALK_alpha-D-Galactopyranosyl-(1.4)-D-galactopyranoside (1MEOX) (8TMS) MP,7427
M000563_A280001-101-xxx_NA_2800.02_TRUE_VAR5_ALK_Octacosane. n-, 
GCTMS_N12C_STD_051207_622.582_2839.4_[Melibiose_8TMS],440658
GCTMS_N12C_STD_051207_627.862_2872.7_[Melibiose_8TMS],440658
Unknown, 
Unknown, 
2892.8_n-Nonacosane (0TMS),12409
M000000_A288013-101-xxx_NA_2888.07_TRUE_VAR5_ALK_D288804, 
M001114_A292009-101-xxx_NA_2923.46_TRUE_VAR5_ALK_Pregnenolone. 17alpha-hydroxy- (1MEOX) (2TMS) MP,91451
M000000_A294002-101-xxx_NA_2925.73_PRED_VAR5_ALK_NA, 
GCTMS_N12C_STD_060123_685.84_2962.2_[N-6-(delta-2-Isopentenyl)adenosinehemihydrate_3TMS], 
Unknown, 
M000673_A299002-101-xxx_NA_2966.29_TRUE_VAR5_ALK_Galactinol (9TMS),439451
Unknown, 
M000000_A301005-101-xxx_NA_3003.95_PRED_VAR5_ALK_NA, 
Unknown, 
Unknown, 
M000000_A311002-101-xxx_NA_3098.96_PRED_VAR5_ALK_NA, 
Unknown, 
M000003_A311001-101-xxx_NA_3099.59_TRUE_VAR5_ALK_Quinic acid. 3-caffeoyl-. trans- (6TMS),1794427
3099.9_n-Hentriacontane (0TMS),12410
M000000_A313001-101-xxx_NA_3115.56_TRUE_VAR5_ALK_NA, 
GCTMS_N12C_STD_051214_676.867_3152.8_[(+-)-alpha-Tocopherol_1TMS],14985
3199.3_Cholesterol (1TMS),11025495
Unknown, 
Unknown, 
M000567_A320001-101-xxx_NA_3199.99_TRUE_VAR5_ALK_Dotriacontane. n-, 
Unknown, 
Unknown, 
M000568_A330004-101-xxx_NA_3292.83_PRED_VAR5_ALK_Tritriacontane. n-, 
M000814_A340003-101-xxx_NA_3361.26_TRUE_VAR5_ALK_Kestose. 1- (11TMS),440080
M000426_A340005-101-xxx_NA_3405.25_TRUE_VAR5_ALK_Tetratriacontane, 
Unknown, 
